"id","language","title","description","path_id","search_vector"
51,"en","How to make money by doing delivery services","If you have a car, and you are looking for an easy side hustle, delivering food is the best option for you to take advantage of your car and make extra money. In this action plan, I introduce you to the best three delivery gigs that you can sign up for today.",55,"'action':43B 'advantag':33B 'best':27B,50B 'car':13B,36B 'deliv':23B 'deliveri':7A,52B 'easi':20B 'extra':39B 'food':24B 'gig':53B 'hustl':22B 'introduc':46B 'look':17B 'make':3A,38B 'money':4A,40B 'option':28B 'plan':44B 'servic':8A 'side':21B 'sign':57B 'take':32B 'three':51B 'today':60B"
393,"en","10 ways to boost your motivation","This video provides ten useful tips for boosting your motivation and discipline.",430,"'10':1A 'boost':4A,14B 'disciplin':18B 'motiv':6A,16B 'provid':9B 'ten':10B 'tip':12B 'use':11B 'video':8B 'way':2A"
149,"en","Learning to cook a new recipe","This action plan operates on a weekly basis and is fairly straightforward. Do not spend anything more than an hour in the first few stages. Some extra time is expected to be taken when cooking, but this plan should break up the process fairly well.

This is really just a framework for you to follow when learning new recipesâtry to reserve the beginning of the week for research and prep and cook your new meal at the end of the week.",154,"'action':8B 'anyth':22B 'basi':14B 'begin':70B 'break':46B 'cook':3A,41B,79B 'end':85B 'expect':36B 'extra':33B 'fair':17B,50B 'first':29B 'follow':61B 'framework':57B 'hour':26B 'learn':1A,63B 'meal':82B 'new':5A,64B,81B 'oper':10B 'plan':9B,44B 'prep':77B 'process':49B 'realli':54B 'recip':6A,65B 'research':75B 'reserv':68B 'spend':21B 'stage':31B 'straightforward':18B 'taken':39B 'time':34B 'tri':66B 'week':13B,73B,88B 'well':51B"
96,"en","SMU financial aid resources","Paying for a university education is no small task, and the SMU Financial Aid and Awards office is here to help. They provide a variety of financial support programs and resources to ease your stress.

Visit the main website here: https://smu.ca/academics/financial-aid-and-awards.html",101,"'/academics/financial-aid-and-awards.html':47B 'aid':3A,18B 'award':20B 'eas':37B 'educ':9B 'financi':2A,17B,31B 'help':25B 'main':42B 'offic':21B 'pay':5B 'program':33B 'provid':27B 'resourc':4A,35B 'small':12B 'smu':1A,16B 'smu.ca':46B 'smu.ca/academics/financial-aid-and-awards.html':45B 'stress':39B 'support':32B 'task':13B 'univers':8B 'varieti':29B 'visit':40B 'websit':43B"
97,"en","Applying for your SMU student ID card","Here's how you can apply for a student ID card at SMU.",102,"'appli':1A,13B 'card':7A,18B 'id':6A,17B 'smu':4A,20B 'student':5A,16B"
342,"en","Use SMUâs counselling services as a returning client","Life and classes can be stressful. Book an appointment with SMUâs counselling centre and get professional support.",366,"'appoint':18B 'book':16B 'centr':23B 'class':12B 'client':9A 'counsel':4A,22B 'get':25B 'life':10B 'profession':26B 'return':8A 'servic':5A 'smu':2A,20B 'stress':15B 'support':27B 'use':1A"
48,"en","Keeping up on exercise","Since quarantine started, peopleâs lives have been interrupted, mine included. You may not have realized, but your exercise levels have been interrupted, too. I know for a fact that my exercise levels definitely have decreased since I canât walk to class every day. If we have to stay at home, we might as well be active during it. I put together a step by step method to help you exercise at home, regardless of where youâre starting from.",52,"'activ':62B 'class':47B 'day':49B 'decreas':40B 'definit':38B 'everi':48B 'exercis':4A,23B,36B,76B 'fact':33B 'help':74B 'home':56B,78B 'includ':15B 'interrupt':13B,27B 'keep':1A 'know':30B 'level':24B,37B 'live':10B 'may':17B 'method':72B 'might':58B 'mine':14B 'peopl':8B 'put':66B 'quarantin':6B 're':83B 'realiz':20B 'regardless':79B 'sinc':5B,41B 'start':7B,84B 'stay':54B 'step':69B,71B 'togeth':67B 'walk':45B 'well':60B"
102,"en","Five time management tips for students","This YouTube video from Joi Wade provides a college-student-focused view of time management.",107,"'colleg':16B 'college-student-focus':15B 'five':1A 'focus':18B 'joi':11B 'manag':3A,22B 'provid':13B 'student':6A,17B 'time':2A,21B 'tip':4A 'video':9B 'view':19B 'wade':12B 'youtub':8B"
243,"en","Why youâre still dehydrated after drinking water all day","You often hear the old ""eight glasses of water a day"" adage as a way to stay hydrated. But unfortunately, hydration is not as simple as refilling your Nalgene. It's possible to still be dehydrated after drinking a lot of water. This may be discouraging for avid H2O drinkers, but if you can pinpoint the source of the problem, you can rectify it and become hydrated again.

https://www.bustle.com/p/7-reasons-youre-still-dehydrated-after-drinking-lots-of-water-15727442",248,"'/p/7-reasons-youre-still-dehydrated-after-drinking-lots-of-water-15727442':81B 'adag':22B 'avid':58B 'becom':76B 'day':10A,21B 'dehydr':5A,46B 'discourag':56B 'drink':7A,48B 'drinker':60B 'eight':16B 'glass':17B 'h2o':59B 'hear':13B 'hydrat':28B,31B,77B 'lot':50B 'may':54B 'nalgen':39B 'often':12B 'old':15B 'pinpoint':65B 'possibl':42B 'problem':70B 're':3A 'rectifi':73B 'refil':37B 'simpl':35B 'sourc':67B 'stay':27B 'still':4A,44B 'unfortun':30B 'water':8A,19B,52B 'way':25B 'www.bustle.com':80B 'www.bustle.com/p/7-reasons-youre-still-dehydrated-after-drinking-lots-of-water-15727442':79B"
477,"en","How to set up your Microsoft Teams account","Here are some steps on how to sign up and create a Microsoft Teams free org with your existing Microsoft account.",520,"'account':8A,29B 'creat':19B 'exist':27B 'free':23B 'microsoft':6A,21B,28B 'org':24B 'set':3A 'sign':16B 'step':12B 'team':7A,22B"
717,"en","title","hello",907,"'hello':2B 'titl':1A"
732,"en","Plan H","Plan HA",922,"'h':2A,4B 'plan':1A,3B"
765,"en","sleep study test","test",961,"'sleep':1A 'studi':2A 'test':3A,4B"
779,"en","New investment type","https://www.youtube.com/watch?v=eVu99Mr45H8
Please find the above video for more clarification",981,"'/watch?v=evu99mr45h8':6B 'clarif':14B 'find':8B 'invest':2A 'new':1A 'pleas':7B 'type':3A 'video':11B 'www.youtube.com':5B 'www.youtube.com/watch?v=evu99mr45h8':4B"
794,"en","plan for test bug","this is description",998,"'bug':4A 'descript':7B 'plan':1A 'test':3A"
805,"en","Test skip 3","test skip 3",1020,"'3':3A,6B 'skip':2A,5B 'test':1A,4B"
463,"en","How to create a Glassdoor account","Glassdoor offers candidates a chance to look for jobs and read authentic and transparent reviews from employees currently and formerly employed in an organization.",503,"'account':6A 'authent':18B 'candid':9B 'chanc':11B 'creat':3A 'current':24B 'employ':27B 'employe':23B 'former':26B 'glassdoor':5A,7B 'job':15B 'look':13B 'offer':8B 'organ':30B 'read':17B 'review':21B 'transpar':20B"
134,"en","How to get better at talking to people","Watch this video to begin improving your social skills.",139,"'begin':13B 'better':4A 'get':3A 'improv':14B 'peopl':8A 'skill':17B 'social':16B 'talk':6A 'video':11B 'watch':9B"
154,"en","Drink the correct amount of water","I've heard about a million different answers to the question ""how much water should I drink every day?""

There are a lot of ways to think about this question, but it's best not to overcomplicate things. Follow these easy steps to make sure you drink plenty of water throughout the day.",159,"'amount':4A 'answer':14B 'best':40B 'correct':3A 'day':25B,59B 'differ':13B 'drink':1A,23B,53B 'easi':47B 'everi':24B 'follow':45B 'heard':9B 'lot':29B 'make':50B 'million':12B 'much':19B 'overcompl':43B 'plenti':54B 'question':17B,36B 'step':48B 'sure':51B 'thing':44B 'think':33B 'throughout':57B 've':8B 'water':6A,20B,56B 'way':31B"
79,"en","Protect your tech","This article from iFixit details the best ways for a university student to safeguard their most important possessions while at school. It gives tips on physically keeping your stuff safe and also explains how to protect yourself from hackers, phishing, and other online scammers.",84,"'also':35B 'articl':5B 'best':10B 'detail':8B 'explain':36B 'give':26B 'hacker':42B 'ifixit':7B 'import':20B 'keep':30B 'onlin':46B 'phish':43B 'physic':29B 'possess':21B 'protect':1A,39B 'safe':33B 'safeguard':17B 'scammer':47B 'school':24B 'student':15B 'stuff':32B 'tech':3A 'tip':27B 'univers':14B 'way':11B"
80,"en","Tiny habits for wellness and positivity","Tiny Habits is a 100% free virtual library of heath and wellness trainings curated by world-renowned Stanford behavior change expert Dr. BJ Fogg. You can watch any of their professionally guided videos on a variety of topics like everyday positivity, health/wellness, productivity, and relationships.",85,"'100':11B 'behavior':26B 'bj':30B 'chang':27B 'curat':20B 'dr':29B 'everyday':47B 'expert':28B 'fogg':31B 'free':12B 'guid':39B 'habit':2A,8B 'health/wellness':49B 'heath':16B 'librari':14B 'like':46B 'posit':6A,48B 'product':50B 'profession':38B 'relationship':52B 'renown':24B 'stanford':25B 'tini':1A,7B 'topic':45B 'train':19B 'varieti':43B 'video':40B 'virtual':13B 'watch':34B 'well':4A,18B 'world':23B 'world-renown':22B"
151,"en","Reducing your screen time","In a world full of technology, we are constantly interacting with screens. But how does this affect our day to day lives?

Personally, I have found over time and through experimentation that although avoiding screens completely is unreasonable, consciously reducing my screen time has proven to be extremely beneficial. This plan will share some tips.",156,"'affect':21B 'although':37B 'avoid':38B 'benefici':53B 'complet':40B 'conscious':43B 'constant':13B 'day':23B,25B 'experiment':35B 'extrem':52B 'found':30B 'full':8B 'interact':14B 'live':26B 'person':27B 'plan':55B 'proven':49B 'reduc':1A,44B 'screen':3A,16B,39B,46B 'share':57B 'technolog':10B 'time':4A,32B,47B 'tip':59B 'unreason':42B 'world':7B"
145,"en","Timeboxing: Elon Musk's time management method","Learn how to timebox like Elon Musk and other successful entrepreneurs.",150,"'elon':2A,13B 'entrepreneur':18B 'learn':8B 'like':12B 'manag':6A 'method':7A 'musk':3A,14B 'success':17B 'time':5A 'timebox':1A,11B"
557,"en","How to buy a house","Buying a house sounds complicated, but it doesn't have to be. Here's a brief rundown on how to start buying a home.",601,"'brief':21B 'buy':3A,6B,27B 'complic':10B 'doesn':13B 'home':29B 'hous':5A,8B 'rundown':22B 'sound':9B 'start':26B"
442,"en","12 habits for financial freedom","In this plan, take a look at 12 helpful financial habits from Matt Danielsson at Investopedia.

Adapted from the full article here: https://www.investopedia.com/articles/personal-finance/112015/these-10-habits-will-help-you-reach-financial-freedom.asp",481,"'/articles/personal-finance/112015/these-10-habits-will-help-you-reach-financial-freedom.asp':30B '12':1A,13B 'adapt':22B 'articl':26B 'danielsson':19B 'financi':4A,15B 'freedom':5A 'full':25B 'habit':2A,16B 'help':14B 'investopedia':21B 'look':11B 'matt':18B 'plan':8B 'take':9B 'www.investopedia.com':29B 'www.investopedia.com/articles/personal-finance/112015/these-10-habits-will-help-you-reach-financial-freedom.asp':28B"
171,"en","Eight financial tips for young adults","Here are eight personal finance tips from Investopedia for young adults.

Link to full article: https://www.investopedia.com/articles/younginvestors/08/eight-tips.asp",176,"'/articles/younginvestors/08/eight-tips.asp':24B 'adult':6A,17B 'articl':21B 'eight':1A,9B 'financ':11B 'financi':2A 'full':20B 'investopedia':14B 'link':18B 'person':10B 'tip':3A,12B 'www.investopedia.com':23B 'www.investopedia.com/articles/younginvestors/08/eight-tips.asp':22B 'young':5A,16B"
248,"en","Meditation for beginners","So youâve decided to start looking after the health of your mind by meditating. But where to begin? How to get started? What are the basics? How will it feel? What to expect? All perfectly normal questions, and, lucky for you, weâre here with the answers you need to get started.

https://www.headspace.com/meditation/meditation-for-beginners",253,"'/meditation/meditation-for-beginners':59B 'answer':51B 'basic':30B 'begin':22B 'beginn':3A 'decid':7B 'expect':37B 'feel':34B 'get':25B,55B 'health':13B 'look':10B 'lucki':43B 'medit':1A,18B 'mind':16B 'need':53B 'normal':40B 'perfect':39B 'question':41B 're':47B 'start':9B,26B,56B 've':6B 'www.headspace.com':58B 'www.headspace.com/meditation/meditation-for-beginners':57B"
155,"en","How to boost your emotional intelligence","Emotional intelligence allows you to be more in tune with your emotions, be more aware of the emotions of those around you, and be more in touch with your mental wellbeing. Here's a few easy ways to be more emotionally intelligent.",160,"'allow':9B 'around':27B 'awar':21B 'boost':3A 'easi':42B 'emot':5A,7B,18B,24B,47B 'intellig':6A,8B,48B 'mental':36B 'touch':33B 'tune':15B 'way':43B 'wellb':37B"
192,"en","Visit the Halifax Waterfront","The Halifax Waterfront is a scenic destination with plenty of places to explore. Whether you want to grab some grub or snap some pictures, this place will have something for you.",197,"'destin':11B 'explor':17B 'grab':22B 'grub':24B 'halifax':3A,6B 'pictur':28B 'place':15B,30B 'plenti':13B 'scenic':10B 'snap':26B 'someth':33B 'visit':1A 'want':20B 'waterfront':4A,7B 'whether':18B"
107,"en","Lessons on time management from Bill Gates","This video provides an analysis of how Bill Gates remains so much more productive than the average human.",112,"'analysi':12B 'averag':24B 'bill':6A,15B 'gate':7A,16B 'human':25B 'lesson':1A 'manag':4A 'much':19B 'product':21B 'provid':10B 'remain':17B 'time':3A 'video':9B"
478,"en","Get started with Microsoft Teams","Microsoft Teams is a collaboration app built for hybrid work so you and your team stay informed, organized, and connected â all in one place.",521,"'app':11B 'built':12B 'collabor':10B 'connect':25B 'get':1A 'hybrid':14B 'inform':22B 'microsoft':4A,6B 'one':28B 'organ':23B 'place':29B 'start':2A 'stay':21B 'team':5A,7B,20B 'work':15B"
331,"en","Complete the JumpStart program","Want to succeed in online courses in university? Sign up for SMUâs free JumpStart program for resources and tips on how to excel in your classes.",355,"'class':31B 'complet':1A 'cours':10B 'excel':28B 'free':18B 'jumpstart':3A,19B 'onlin':9B 'program':4A,20B 'resourc':22B 'sign':13B 'smu':16B 'succeed':7B 'tip':24B 'univers':12B 'want':5B"
